term_str,PC1,PC2,PC3,PC4,PC5
accusing,-0.0010742530400528793,-0.0011116072708387327,-0.0008972133732031937,0.0018207283377914055,0.0026266397957300292
accusingly,-0.0009919127798064975,0.0022647471854575054,0.0004911240375189254,0.0008614576934899001,-0.0004886482699454004
accustom,-0.00028311256338608325,-0.00046688516464492237,-0.0002201492255292159,-2.369957972800572e-05,-0.000561566245348746
accustomed,0.005294307802739223,0.0006310676452853727,0.00014181232981627518,-7.551993963455303e-05,-0.004303183529850494
ace,0.0024271442721727886,-0.0038651219883746265,0.0010883987652230314,0.0036598795572296955,-0.008655392472756075
acer,1.2846761921312414e-06,-9.258216892619301e-06,-3.002284329127141e-05,-7.24417540614677e-05,-3.33483352533198e-05
acerineæ,0.0001641603611658372,-4.295246672764497e-05,-4.899205981457303e-05,-0.00014546331184046038,-0.00034777891775276113
acetabuli,5.391324102689621e-05,-2.8143052520528882e-05,-4.5523550889250955e-05,-0.00013739039307998242,-0.00019572033077206802
acetate,0.0001496910051608784,-4.723907006254719e-05,-7.149093413428435e-05,-0.00019715567698733858,-0.0003448354964751461
ach,-0.00021172236918315165,-0.0002882510713845319,0.00014038415633223895,0.0002147828194466354,0.000143432425411393
ached,0.0006964077879706198,1.929849467429568e-05,8.615935779027684e-05,-0.00014424241120544352,0.00018523173271297748
